Model,Missing_Rate,Seeds,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss,Loss(pred_m)
emt-dlfr,0.0,"222,2222,22222","(82.99, 0.45)","(82.97, 0.44)","(84.55, 0.72)","(84.57, 0.71)","(52.04, 0.93)","(46.31, 0.89)","(71.54, 0.4)","(79.44, 0.12)","(-204.58, 2.58)","(72.07, 0.79)"
emt-dlfr,0.1,"222,2222,22222","(79.88, 0.67)","(79.91, 0.67)","(81.4, 0.57)","(81.49, 0.57)","(45.43, 0.25)","(40.86, 0.3)","(83.84, 0.97)","(70.81, 0.6)","(-156.84, 3.73)","(83.41, 0.84)"
emt-dlfr,0.2,"222,2222,22222","(78.67, 0.36)","(78.72, 0.36)","(79.47, 0.31)","(79.59, 0.31)","(43.88, 0.63)","(39.84, 0.6)","(91.3, 0.93)","(65.83, 0.29)","(-137.95, 2.38)","(91.5, 0.92)"
emt-dlfr,0.3,"222,2222,22222","(74.88, 0.66)","(74.94, 0.65)","(75.71, 1.12)","(75.85, 1.1)","(39.85, 0.75)","(36.54, 0.77)","(100.38, 1.36)","(59.83, 0.2)","(-111.45, 7.62)","(100.61, 1.62)"
emt-dlfr,0.4,"222,2222,22222","(74.59, 0.72)","(74.65, 0.72)","(75.2, 0.8)","(75.34, 0.79)","(36.93, 0.56)","(34.36, 0.36)","(104.68, 0.73)","(56.53, 1.77)","(-94.64, 2.0)","(105.04, 0.38)"
emt-dlfr,0.5,"222,2222,22222","(69.24, 0.52)","(69.28, 0.51)","(69.87, 0.31)","(70.01, 0.32)","(33.33, 1.6)","(30.61, 1.34)","(116.39, 0.58)","(48.82, 0.65)","(-70.48, 3.57)","(116.25, 0.87)"
emt-dlfr,0.6,"222,2222,22222","(65.74, 0.83)","(65.69, 0.9)","(66.06, 0.92)","(66.12, 0.98)","(29.06, 0.89)","(26.63, 0.77)","(124.7, 2.0)","(42.29, 0.51)","(-48.11, 7.83)","(124.37, 2.41)"
emt-dlfr,0.7,"222,2222,22222","(63.75, 0.18)","(63.75, 0.1)","(63.92, 0.26)","(64.05, 0.28)","(26.77, 1.14)","(24.24, 1.19)","(128.91, 2.25)","(37.69, 2.52)","(-43.01, 6.06)","(129.25, 2.2)"
emt-dlfr,0.8,"222,2222,22222","(58.45, 0.43)","(58.47, 0.43)","(59.2, 0.26)","(59.32, 0.26)","(27.26, 1.03)","(25.36, 0.83)","(139.28, 2.03)","(22.73, 0.84)","(-11.25, 4.74)","(138.89, 2.27)"
emt-dlfr,0.9,"222,2222,22222","(60.98, 0.89)","(60.17, 1.07)","(61.08, 1.52)","(60.39, 1.72)","(20.65, 0.9)","(19.39, 0.97)","(136.25, 5.91)","(22.35, 1.7)","(-9.9, 14.49)","(136.19, 5.83)"
emt-dlfr,1.0,"222,2222,22222","(52.14, 1.71)","(49.32, 4.02)","(50.92, 2.31)","(48.29, 4.6)","(16.28, 1.08)","(16.28, 1.08)","(145.36, 3.3)","(7.08, 0.86)","(11.6, 58.53)","(145.93, 3.64)"
emt-dlfr,AUC,"222,2222,22222",69.4,69.2,70.0,69.9,33.7,30.9,113.4,47.0,-78.0,113.5
emt-dlfr,0.0,"111,66,22222","(82.95, 0.21)","(82.85, 0.25)","(84.81, 0.26)","(84.78, 0.29)","(51.99, 0.68)","(46.26, 0.89)","(71.48, 0.24)","(79.36, 0.29)","(-202.52, 0.49)","(71.56, 0.71)"
emt-dlfr,0.1,"111,66,22222","(79.4, 0.38)","(79.41, 0.4)","(80.84, 0.47)","(80.92, 0.49)","(46.4, 1.24)","(41.79, 1.22)","(82.51, 0.49)","(71.35, 0.19)","(-161.46, 2.1)","(82.37, 0.62)"
emt-dlfr,0.2,"111,66,22222","(78.81, 1.27)","(78.81, 1.33)","(79.98, 1.24)","(80.04, 1.29)","(44.36, 1.2)","(39.6, 0.48)","(89.86, 1.91)","(66.58, 1.02)","(-135.14, 6.68)","(90.06, 1.85)"
emt-dlfr,0.3,"111,66,22222","(76.09, 0.63)","(76.15, 0.62)","(76.98, 0.9)","(77.11, 0.89)","(40.57, 0.84)","(37.32, 0.54)","(98.03, 1.1)","(60.29, 0.41)","(-117.55, 3.22)","(98.2, 1.18)"
emt-dlfr,0.4,"111,66,22222","(74.25, 0.42)","(74.31, 0.41)","(74.9, 0.56)","(75.04, 0.55)","(37.66, 1.08)","(35.13, 0.86)","(104.89, 0.95)","(56.25, 1.85)","(-98.78, 2.4)","(104.77, 0.2)"
emt-dlfr,0.5,"111,66,22222","(70.12, 0.98)","(70.19, 0.97)","(71.09, 0.92)","(71.25, 0.9)","(33.38, 0.66)","(30.71, 0.73)","(114.21, 1.02)","(49.48, 1.0)","(-74.06, 2.36)","(114.04, 0.85)"
emt-dlfr,0.6,"111,66,22222","(65.35, 0.59)","(65.32, 0.64)","(65.65, 0.58)","(65.73, 0.62)","(29.2, 1.17)","(26.63, 1.41)","(125.3, 1.04)","(42.72, 1.22)","(-50.85, 7.88)","(124.72, 1.56)"
emt-dlfr,0.7,"111,66,22222","(63.65, 0.07)","(63.7, 0.04)","(63.92, 0.19)","(64.1, 0.22)","(26.53, 0.78)","(24.05, 1.14)","(130.03, 2.03)","(36.56, 1.36)","(-41.3, 5.74)","(130.95, 2.25)"
emt-dlfr,0.8,"111,66,22222","(58.16, 2.38)","(57.52, 3.35)","(58.18, 3.09)","(57.67, 4.04)","(25.32, 1.58)","(23.23, 1.48)","(142.62, 10.5)","(24.98, 3.31)","(-8.95, 19.31)","(142.73, 10.06)"
emt-dlfr,0.9,"111,66,22222","(58.99, 1.92)","(58.3, 2.08)","(58.44, 2.12)","(57.91, 2.32)","(20.02, 1.0)","(19.1, 1.34)","(143.26, 6.69)","(19.08, 4.51)","(13.06, 2.4)","(143.31, 6.81)"
emt-dlfr,1.0,"111,66,22222","(54.42, 1.55)","(53.92, 2.35)","(53.76, 1.95)","(53.43, 2.73)","(16.13, 1.03)","(16.13, 1.03)","(142.86, 2.04)","(6.99, 0.79)","(-41.62, 63.67)","(142.74, 2.39)"
emt-dlfr,AUC,"111,66,22222",69.4,69.2,69.9,69.9,33.7,30.9,113.8,47.0,-79.7,113.8
emt-dlfr,0.0,"111,1111,11111","(83.14, 0.66)","(83.08, 0.6)","(84.76, 0.82)","(84.75, 0.76)","(51.51, 1.3)","(45.53, 0.99)","(71.28, 0.4)","(79.64, 0.25)","(-233.97, 3.17)","(70.94, 0.34)"
emt-dlfr,0.1,"111,1111,11111","(80.51, 0.79)","(80.48, 0.79)","(81.96, 0.83)","(81.99, 0.81)","(47.43, 0.91)","(42.42, 0.63)","(77.94, 1.6)","(76.17, 0.12)","(-188.58, 6.48)","(77.96, 1.54)"
emt-dlfr,0.2,"111,1111,11111","(78.43, 0.12)","(78.46, 0.15)","(79.57, 0.13)","(79.67, 0.1)","(44.61, 0.21)","(39.55, 0.18)","(86.17, 0.6)","(70.38, 0.41)","(-166.58, 4.55)","(85.91, 0.67)"
emt-dlfr,0.3,"111,1111,11111","(76.58, 0.73)","(76.62, 0.73)","(77.44, 0.57)","(77.55, 0.57)","(41.55, 1.67)","(37.9, 1.86)","(93.05, 1.38)","(65.09, 0.51)","(-147.75, 10.71)","(92.88, 1.94)"
emt-dlfr,0.4,"111,1111,11111","(73.13, 0.96)","(73.18, 0.99)","(73.83, 0.64)","(73.97, 0.65)","(37.12, 1.2)","(33.04, 0.73)","(103.58, 1.24)","(56.78, 0.5)","(-118.35, 4.44)","(103.4, 1.35)"
emt-dlfr,0.5,"111,1111,11111","(70.94, 1.74)","(71.0, 1.72)","(71.29, 1.75)","(71.43, 1.73)","(35.08, 1.74)","(31.87, 1.7)","(110.78, 2.91)","(49.51, 1.95)","(-98.85, 6.02)","(111.45, 2.72)"
emt-dlfr,0.6,"111,1111,11111","(66.86, 0.45)","(66.91, 0.46)","(67.33, 0.31)","(67.48, 0.33)","(31.92, 1.24)","(29.49, 1.31)","(121.0, 0.46)","(39.94, 1.31)","(-78.29, 6.65)","(120.44, 0.71)"
emt-dlfr,0.7,"111,1111,11111","(63.7, 0.41)","(63.77, 0.43)","(64.23, 0.38)","(64.41, 0.4)","(27.94, 0.92)","(25.8, 1.02)","(127.09, 0.23)","(35.43, 0.54)","(-62.44, 3.47)","(127.51, 0.3)"
emt-dlfr,0.8,"111,1111,11111","(61.37, 1.21)","(60.77, 1.61)","(60.87, 1.6)","(60.45, 2.02)","(25.66, 1.06)","(23.86, 1.2)","(135.57, 3.8)","(31.87, 0.77)","(-57.18, 22.02)","(135.1, 3.7)"
emt-dlfr,0.9,"111,1111,11111","(56.95, 0.89)","(56.71, 1.16)","(57.01, 1.0)","(56.9, 1.27)","(21.67, 1.44)","(20.65, 1.33)","(142.35, 1.02)","(20.92, 1.18)","(-64.29, 8.37)","(142.36, 1.19)"
emt-dlfr,1.0,"111,1111,11111","(53.01, 1.04)","(51.63, 1.77)","(51.78, 1.25)","(50.62, 1.98)","(16.71, 0.54)","(16.71, 0.54)","(143.76, 1.03)","(8.11, 0.82)","(-75.68, 34.15)","(143.87, 1.1)"
emt-dlfr,AUC,"111,1111,11111",69.7,69.5,70.2,70.2,34.7,31.6,110.5,49.0,-113.7,110.4
emt-dlfr,0.0,"111,1111,11111","(82.85, 0.48)","(82.77, 0.46)","(84.81, 0.71)","(84.8, 0.7)","(51.9, 0.95)","(46.21, 0.24)","(71.81, 0.98)","(79.24, 0.37)","(-228.65, 3.22)","(71.65, 0.71)"
emt-dlfr,0.1,"111,1111,11111","(80.57, 0.61)","(80.51, 0.58)","(82.06, 0.68)","(82.07, 0.65)","(48.15, 0.81)","(42.32, 0.77)","(77.77, 1.1)","(76.19, 0.18)","(-182.43, 8.23)","(77.71, 0.8)"
emt-dlfr,0.2,"111,1111,11111","(78.72, 0.72)","(78.67, 0.69)","(80.13, 0.73)","(80.15, 0.68)","(45.67, 1.69)","(40.67, 1.24)","(84.58, 1.98)","(70.83, 1.15)","(-168.14, 9.23)","(85.3, 2.0)"
emt-dlfr,0.3,"111,1111,11111","(76.24, 0.32)","(76.21, 0.36)","(77.59, 0.25)","(77.64, 0.21)","(41.93, 0.68)","(37.85, 0.25)","(92.24, 1.91)","(65.86, 0.61)","(-150.05, 2.52)","(92.51, 1.79)"
emt-dlfr,0.4,"111,1111,11111","(73.32, 0.41)","(73.34, 0.44)","(73.98, 0.19)","(74.08, 0.22)","(37.66, 1.0)","(33.96, 1.24)","(101.99, 0.81)","(57.51, 0.2)","(-128.41, 4.1)","(102.01, 1.46)"
emt-dlfr,0.5,"111,1111,11111","(70.36, 0.7)","(70.4, 0.7)","(71.19, 0.54)","(71.32, 0.54)","(34.84, 0.74)","(31.0, 0.84)","(112.49, 1.24)","(49.8, 0.35)","(-96.85, 3.59)","(112.45, 1.25)"
emt-dlfr,0.6,"111,1111,11111","(67.1, 0.7)","(67.08, 0.74)","(68.04, 0.5)","(68.12, 0.53)","(34.01, 0.84)","(30.66, 0.77)","(119.9, 0.14)","(40.45, 0.59)","(-78.43, 5.14)","(119.87, 0.44)"
emt-dlfr,0.7,"111,1111,11111","(64.19, 1.12)","(64.26, 1.13)","(64.99, 0.94)","(65.16, 0.95)","(29.54, 1.67)","(26.97, 1.26)","(127.36, 0.55)","(36.81, 1.08)","(-56.43, 1.28)","(127.49, 0.91)"
emt-dlfr,0.8,"111,1111,11111","(62.59, 0.56)","(62.39, 0.67)","(62.19, 0.66)","(62.15, 0.75)","(25.17, 0.96)","(23.08, 0.45)","(132.94, 1.73)","(30.84, 0.61)","(-42.04, 0.47)","(132.88, 1.46)"
emt-dlfr,0.9,"111,1111,11111","(56.56, 1.72)","(56.35, 1.42)","(56.81, 1.8)","(56.74, 1.58)","(20.46, 2.01)","(19.78, 1.75)","(142.86, 2.95)","(17.93, 3.61)","(-20.13, 4.48)","(143.04, 2.61)"
emt-dlfr,1.0,"111,1111,11111","(55.3, 1.16)","(55.18, 1.41)","(55.03, 1.51)","(55.08, 1.75)","(17.35, 0.63)","(17.35, 0.63)","(142.84, 0.47)","(6.94, 0.95)","(-114.92, 0.35)","(143.31, 0.93)"
emt-dlfr,AUC,"111,1111,11111",69.9,69.8,70.7,70.7,35.2,31.8,109.9,48.9,-109.5,110.1
emt-dlfr,0.0,"111,1111,11111","(82.46, 0.14)","(82.41, 0.18)","(84.1, 0.31)","(84.1, 0.27)","(50.92, 1.72)","(45.53, 1.2)","(72.62, 1.43)","(79.23, 0.15)","(-227.45, 10.09)","(72.72, 1.3)"
emt-dlfr,0.1,"111,1111,11111","(80.71, 0.14)","(80.62, 0.12)","(82.26, 0.26)","(82.23, 0.24)","(48.98, 1.02)","(43.44, 0.94)","(77.01, 0.75)","(75.77, 0.17)","(-187.56, 7.38)","(77.41, 0.74)"
emt-dlfr,0.2,"111,1111,11111","(78.33, 0.34)","(78.34, 0.35)","(79.63, 0.38)","(79.71, 0.38)","(44.7, 1.0)","(40.28, 0.76)","(86.08, 0.07)","(69.95, 0.13)","(-173.51, 5.54)","(86.24, 0.23)"
emt-dlfr,0.3,"111,1111,11111","(75.71, 0.96)","(75.74, 0.97)","(76.68, 1.0)","(76.78, 1.02)","(41.74, 0.84)","(37.27, 0.97)","(93.79, 1.41)","(64.8, 0.85)","(-149.05, 6.0)","(93.95, 1.16)"
emt-dlfr,0.4,"111,1111,11111","(72.55, 0.79)","(72.6, 0.78)","(73.12, 0.97)","(73.25, 0.95)","(35.52, 0.5)","(31.58, 0.42)","(105.65, 1.91)","(55.04, 0.69)","(-122.54, 11.04)","(105.71, 2.06)"
emt-dlfr,0.5,"111,1111,11111","(70.12, 0.62)","(70.03, 0.76)","(70.99, 0.83)","(71.01, 0.76)","(36.11, 0.14)","(32.12, 0.3)","(112.09, 0.97)","(49.5, 1.22)","(-102.37, 7.29)","(112.14, 0.81)"
emt-dlfr,0.6,"111,1111,11111","(66.37, 0.48)","(66.45, 0.48)","(66.82, 0.5)","(67.0, 0.5)","(32.16, 1.74)","(29.4, 1.43)","(121.05, 2.68)","(40.36, 0.86)","(-77.92, 10.2)","(120.5, 2.97)"
emt-dlfr,0.7,"111,1111,11111","(64.33, 0.48)","(64.43, 0.48)","(65.19, 0.56)","(65.4, 0.55)","(28.57, 0.72)","(26.24, 0.78)","(124.64, 3.17)","(37.27, 2.06)","(-64.34, 6.38)","(125.11, 3.28)"
emt-dlfr,0.8,"111,1111,11111","(62.0, 0.9)","(61.71, 1.13)","(61.89, 1.19)","(61.75, 1.41)","(24.39, 0.7)","(22.35, 0.7)","(133.97, 3.12)","(32.55, 1.43)","(-48.94, 4.64)","(133.97, 3.01)"
emt-dlfr,0.9,"111,1111,11111","(56.61, 0.54)","(56.29, 0.54)","(56.4, 0.43)","(56.23, 0.56)","(22.11, 0.79)","(21.57, 0.86)","(144.82, 1.61)","(20.1, 2.75)","(-29.96, 11.65)","(144.51, 1.65)"
emt-dlfr,1.0,"111,1111,11111","(53.31, 1.52)","(51.69, 3.42)","(52.49, 1.87)","(51.03, 3.81)","(16.18, 0.32)","(16.18, 0.32)","(145.88, 2.68)","(6.77, 0.38)","(-54.94, 63.21)","(146.19, 2.57)"
emt-dlfr,AUC,"111,1111,11111",69.5,69.3,70.1,70.1,34.8,31.5,110.8,48.8,-109.7,110.9
emt-dlfr,0.0,"111,1111,11111","(82.9, 0.68)","(82.82, 0.64)","(84.96, 0.68)","(84.94, 0.65)","(50.49, 0.6)","(44.7, 1.0)","(72.58, 1.27)","(79.1, 0.17)","(-224.01, 5.86)","(72.5, 1.61)"
emt-dlfr,0.1,"111,1111,11111","(80.32, 1.09)","(80.27, 1.02)","(81.91, 1.28)","(81.93, 1.21)","(48.49, 2.55)","(43.54, 1.91)","(78.38, 1.5)","(75.47, 0.41)","(-191.03, 0.54)","(78.15, 1.54)"
emt-dlfr,0.2,"111,1111,11111","(78.42, 0.62)","(78.43, 0.59)","(79.73, 0.69)","(79.79, 0.66)","(45.48, 1.44)","(40.77, 1.92)","(85.87, 1.73)","(69.94, 0.4)","(-169.06, 11.07)","(85.9, 2.03)"
emt-dlfr,0.3,"111,1111,11111","(76.63, 0.93)","(76.66, 0.92)","(77.69, 1.15)","(77.79, 1.14)","(40.23, 0.52)","(36.15, 0.78)","(94.33, 2.93)","(64.71, 0.84)","(-152.51, 10.2)","(94.56, 3.34)"
emt-dlfr,0.4,"111,1111,11111","(72.35, 0.81)","(72.41, 0.82)","(72.72, 0.99)","(72.86, 0.99)","(37.03, 1.55)","(32.99, 1.31)","(107.72, 1.64)","(55.11, 0.42)","(-110.5, 13.34)","(107.68, 1.92)"
emt-dlfr,0.5,"111,1111,11111","(70.99, 1.14)","(71.03, 1.16)","(71.7, 0.97)","(71.83, 0.98)","(35.52, 1.49)","(31.78, 1.55)","(109.72, 0.96)","(50.48, 0.89)","(-103.73, 11.25)","(110.03, 0.72)"
emt-dlfr,0.6,"111,1111,11111","(67.01, 0.45)","(67.09, 0.46)","(67.48, 0.5)","(67.67, 0.5)","(32.36, 1.06)","(29.64, 1.45)","(120.47, 0.38)","(40.9, 1.24)","(-84.3, 3.26)","(120.67, 0.58)"
emt-dlfr,0.7,"111,1111,11111","(63.46, 0.66)","(63.53, 0.65)","(64.13, 0.76)","(64.31, 0.76)","(29.79, 1.53)","(27.21, 1.14)","(127.9, 0.86)","(35.08, 0.61)","(-61.08, 6.87)","(128.28, 0.75)"
emt-dlfr,0.8,"111,1111,11111","(62.15, 0.61)","(62.1, 0.57)","(62.4, 0.31)","(62.49, 0.34)","(26.39, 0.31)","(24.44, 0.18)","(132.71, 1.79)","(31.82, 0.68)","(-48.77, 8.04)","(133.09, 1.3)"
emt-dlfr,0.9,"111,1111,11111","(56.9, 1.24)","(56.63, 1.4)","(57.17, 1.22)","(57.01, 1.4)","(21.67, 1.11)","(20.9, 0.89)","(144.09, 0.99)","(20.55, 1.94)","(-38.77, 7.11)","(143.82, 1.21)"
emt-dlfr,1.0,"111,1111,11111","(53.3, 1.18)","(52.09, 2.24)","(52.59, 1.53)","(51.55, 2.61)","(16.47, 0.31)","(16.42, 0.37)","(145.29, 1.97)","(5.91, 0.59)","(-78.28, 28.81)","(145.05, 2.02)"
emt-dlfr,AUC,"111,1111,11111",69.6,69.6,70.4,70.4,35.0,31.8,111.0,48.7,-111.1,111.1
emt-dlfr,0.0,"111,1111,11111","(82.8, 0.36)","(82.75, 0.37)","(84.45, 0.33)","(84.45, 0.35)","(51.6, 1.43)","(46.4, 0.95)","(72.2, 1.19)","(79.38, 0.34)","(-234.42, 5.53)","(72.42, 1.47)"
emt-dlfr,0.1,"111,1111,11111","(81.1, 0.81)","(80.97, 0.78)","(82.87, 0.8)","(82.82, 0.77)","(51.12, 2.2)","(45.14, 2.08)","(76.02, 1.41)","(76.3, 0.63)","(-188.77, 9.6)","(76.37, 1.22)"
emt-dlfr,0.2,"111,1111,11111","(78.67, 0.79)","(78.67, 0.77)","(79.98, 0.88)","(80.05, 0.84)","(45.24, 1.24)","(40.28, 1.29)","(85.68, 2.13)","(70.52, 0.81)","(-168.22, 11.26)","(85.76, 2.22)"
emt-dlfr,0.3,"111,1111,11111","(76.0, 0.34)","(75.96, 0.31)","(77.44, 0.33)","(77.48, 0.29)","(43.58, 0.66)","(39.07, 0.0)","(91.28, 1.67)","(65.41, 0.92)","(-153.03, 4.89)","(91.48, 2.0)"
emt-dlfr,0.4,"111,1111,11111","(72.69, 0.48)","(72.73, 0.48)","(73.53, 0.56)","(73.64, 0.56)","(38.53, 0.79)","(34.6, 0.7)","(104.19, 0.91)","(56.02, 0.55)","(-117.64, 3.64)","(103.85, 1.1)"
emt-dlfr,0.5,"111,1111,11111","(70.41, 0.71)","(70.38, 0.68)","(71.34, 0.65)","(71.4, 0.57)","(34.21, 1.2)","(30.37, 1.07)","(110.01, 1.17)","(51.09, 0.37)","(-103.44, 1.54)","(110.13, 1.46)"
emt-dlfr,0.6,"111,1111,11111","(66.03, 1.25)","(66.06, 1.18)","(66.36, 1.18)","(66.49, 1.09)","(32.61, 0.45)","(29.88, 0.52)","(121.73, 1.22)","(39.3, 1.06)","(-81.09, 6.73)","(121.76, 0.89)"
emt-dlfr,0.7,"111,1111,11111","(64.34, 0.79)","(64.41, 0.81)","(65.09, 0.45)","(65.29, 0.46)","(28.47, 0.66)","(25.66, 0.78)","(129.18, 3.27)","(34.37, 0.63)","(-59.52, 2.01)","(129.85, 3.71)"
emt-dlfr,0.8,"111,1111,11111","(62.88, 0.54)","(62.67, 0.45)","(62.6, 0.5)","(62.55, 0.44)","(25.85, 0.84)","(24.25, 0.89)","(133.91, 2.67)","(31.87, 0.19)","(-38.46, 4.7)","(134.15, 2.85)"
emt-dlfr,0.9,"111,1111,11111","(57.24, 0.18)","(56.81, 0.66)","(57.27, 0.76)","(56.98, 1.22)","(21.77, 0.91)","(20.7, 0.83)","(141.6, 4.73)","(20.46, 1.07)","(-33.5, 30.06)","(141.82, 4.94)"
emt-dlfr,1.0,"111,1111,11111","(53.11, 0.25)","(52.0, 0.92)","(51.98, 0.43)","(51.08, 1.1)","(17.35, 0.24)","(17.35, 0.24)","(144.85, 2.85)","(7.53, 0.82)","(-112.29, 6.61)","(144.75, 3.43)"
emt-dlfr,AUC,"111,1111,11111",69.7,69.6,70.5,70.4,35.6,32.2,110.2,48.9,-111.7,110.4
emt-dlfr,0.0,"111,1111,11111","(83.19, 0.84)","(83.12, 0.79)","(85.01, 0.83)","(85.0, 0.78)","(51.8, 0.65)","(46.21, 0.32)","(71.5, 1.27)","(79.57, 0.31)","(-227.89, 4.95)","(71.2, 1.08)"
emt-dlfr,0.1,"111,1111,11111","(80.71, 0.66)","(80.63, 0.67)","(82.32, 0.57)","(82.3, 0.57)","(49.85, 1.02)","(44.31, 1.45)","(76.74, 1.07)","(76.53, 0.49)","(-188.8, 9.42)","(76.89, 1.17)"
emt-dlfr,0.2,"111,1111,11111","(78.52, 0.79)","(78.48, 0.81)","(80.03, 0.66)","(80.05, 0.66)","(45.43, 0.55)","(40.48, 0.6)","(85.41, 1.33)","(70.19, 0.91)","(-167.94, 9.96)","(85.66, 1.44)"
emt-dlfr,0.3,"111,1111,11111","(75.9, 0.18)","(75.88, 0.27)","(77.03, 0.07)","(77.08, 0.14)","(42.18, 1.08)","(37.9, 1.02)","(92.37, 1.2)","(65.07, 0.52)","(-152.54, 2.84)","(92.16, 1.3)"
emt-dlfr,0.4,"111,1111,11111","(72.45, 0.41)","(72.41, 0.32)","(73.32, 0.78)","(73.37, 0.69)","(38.49, 0.95)","(34.45, 0.81)","(102.79, 1.92)","(56.56, 0.27)","(-125.69, 6.23)","(102.27, 2.01)"
emt-dlfr,0.5,"111,1111,11111","(71.28, 1.65)","(71.32, 1.62)","(71.65, 1.73)","(71.77, 1.68)","(35.33, 0.18)","(31.34, 0.24)","(111.47, 3.11)","(50.36, 2.29)","(-94.32, 6.07)","(111.9, 2.95)"
emt-dlfr,0.6,"111,1111,11111","(66.57, 0.37)","(66.63, 0.34)","(67.02, 0.59)","(67.19, 0.56)","(33.14, 1.01)","(30.17, 1.04)","(121.89, 0.99)","(39.61, 0.19)","(-78.06, 4.14)","(121.06, 1.04)"
emt-dlfr,0.7,"111,1111,11111","(63.07, 2.07)","(63.15, 2.08)","(63.72, 2.09)","(63.91, 2.1)","(27.65, 1.57)","(25.02, 1.74)","(129.17, 4.35)","(35.0, 2.02)","(-53.17, 9.43)","(129.25, 4.75)"
emt-dlfr,0.8,"111,1111,11111","(62.78, 1.29)","(62.61, 1.46)","(62.55, 1.47)","(62.53, 1.64)","(26.97, 1.44)","(25.12, 1.38)","(132.72, 2.83)","(31.88, 1.87)","(-35.36, 2.17)","(132.56, 3.02)"
emt-dlfr,0.9,"111,1111,11111","(57.92, 0.48)","(57.19, 0.35)","(57.82, 0.19)","(57.22, 0.61)","(21.81, 0.9)","(21.04, 0.96)","(141.57, 3.77)","(22.31, 2.51)","(-8.31, 23.81)","(141.85, 3.81)"
emt-dlfr,1.0,"111,1111,11111","(52.58, 1.19)","(50.19, 2.59)","(51.37, 1.53)","(49.18, 2.92)","(16.81, 0.42)","(16.81, 0.42)","(145.87, 1.87)","(7.15, 1.13)","(-97.51, 8.73)","(146.14, 2.39)"
emt-dlfr,AUC,"111,1111,11111",69.7,69.5,70.4,70.3,35.5,32.1,110.3,49.1,-106.7,110.2
emt-dlfr,0.0,"111,1111,11111","(83.14, 0.77)","(83.05, 0.81)","(85.06, 0.45)","(85.04, 0.48)","(52.28, 0.84)","(46.6, 0.45)","(70.92, 0.2)","(79.59, 0.22)","(-231.43, 2.7)","(71.09, 0.7)"
emt-dlfr,0.1,"111,1111,11111","(81.34, 0.86)","(81.26, 0.83)","(82.98, 0.83)","(82.95, 0.8)","(50.49, 0.5)","(45.09, 0.68)","(76.16, 1.39)","(76.21, 0.72)","(-184.63, 11.63)","(76.72, 1.02)"
emt-dlfr,0.2,"111,1111,11111","(79.2, 0.66)","(79.22, 0.63)","(80.44, 0.76)","(80.52, 0.73)","(45.09, 1.34)","(40.33, 1.36)","(84.69, 1.09)","(71.02, 0.18)","(-172.0, 2.3)","(84.83, 1.58)"
emt-dlfr,0.3,"111,1111,11111","(76.04, 0.38)","(76.02, 0.37)","(77.39, 0.4)","(77.44, 0.4)","(42.86, 0.52)","(38.58, 0.28)","(91.6, 1.91)","(65.02, 1.09)","(-147.24, 3.33)","(91.2, 1.51)"
emt-dlfr,0.4,"111,1111,11111","(71.86, 0.83)","(71.83, 0.84)","(72.86, 0.99)","(72.92, 0.99)","(38.63, 0.52)","(34.79, 0.42)","(102.33, 0.6)","(56.74, 0.18)","(-121.57, 8.51)","(102.19, 0.72)"
emt-dlfr,0.5,"111,1111,11111","(71.57, 1.34)","(71.61, 1.36)","(72.2, 1.46)","(72.32, 1.47)","(35.61, 1.31)","(31.63, 1.44)","(110.18, 0.63)","(51.21, 1.36)","(-97.85, 3.43)","(110.55, 0.34)"
emt-dlfr,0.6,"111,1111,11111","(66.04, 0.86)","(66.08, 0.86)","(66.46, 0.9)","(66.61, 0.9)","(33.33, 0.89)","(30.57, 0.84)","(122.77, 0.76)","(38.96, 0.57)","(-73.55, 7.14)","(123.15, 1.12)"
emt-dlfr,0.7,"111,1111,11111","(63.75, 1.5)","(63.41, 2.03)","(64.03, 1.76)","(63.79, 2.29)","(28.86, 0.78)","(26.14, 0.34)","(132.44, 4.55)","(34.8, 0.43)","(-31.84, 12.0)","(131.94, 4.73)"
emt-dlfr,0.8,"111,1111,11111","(62.88, 0.5)","(62.71, 0.36)","(62.7, 0.51)","(62.68, 0.39)","(24.49, 0.36)","(22.55, 0.38)","(135.36, 1.55)","(31.85, 0.65)","(-12.21, 2.36)","(134.78, 1.62)"
emt-dlfr,0.9,"111,1111,11111","(57.34, 0.61)","(57.43, 0.59)","(57.67, 0.64)","(57.91, 0.61)","(22.16, 0.41)","(21.43, 0.43)","(139.14, 3.47)","(18.48, 2.17)","(-6.94, 5.07)","(139.12, 3.43)"
emt-dlfr,1.0,"111,1111,11111","(54.18, 1.22)","(53.65, 1.92)","(53.56, 1.67)","(53.21, 2.34)","(17.06, 1.04)","(17.06, 1.04)","(143.86, 1.84)","(7.26, 0.27)","(-77.09, 30.18)","(144.29, 1.77)"
emt-dlfr,AUC,"111,1111,11111",69.9,69.8,70.6,70.6,35.6,32.3,110.2,48.8,-100.2,110.2
emt-dlfr,0.0,"111,1111,11111","(83.19, 0.73)","(83.12, 0.74)","(85.01, 0.76)","(85.0, 0.78)","(52.14, 1.49)","(46.7, 0.78)","(71.23, 1.04)","(79.81, 0.23)","(-230.02, 2.1)","(71.48, 0.91)"
